Latitude,Longitude,Elevation,Land Use,Location Setting,Address,Zip Code,State Name,County Name,City Name,fipsID
34.771231,-87.628348,168.0,INDUSTRIAL,RURAL,1.2 MI NE OF OACD,35661.0,Alabama,Colbert,Muscle Shoals,1033.0
34.762063999999995,-87.64945999999998,158.0,AGRICULTURAL,RURAL,1.1 MI S OF OACD,35661.0,Alabama,Colbert,Not in a City,1033.0
34.764009,-87.661683,168.0,INDUSTRIAL,RURAL,1.3 MI SW OF OACD,35661.0,Alabama,Colbert,Not in a City,1033.0
34.760089,-87.66502899999998,162.0,INDUSTRIAL,RURAL,1.5 MI SW OF OACD,,Alabama,Colbert,Not in a city,1033.0
34.760921999999994,-87.643085,155.0,AGRICULTURAL,RURAL,1.2 MI S OF OACD,,Alabama,Colbert,Not in a city,1033.0
34.783453,-87.651127,152.0,INDUSTRIAL,RURAL,0.4 MI NW OF OACD,35661.0,Alabama,Colbert,Not in a City,1033.0
34.780676,-87.63612599999998,168.0,INDUSTRIAL,RURAL,0.6 MI ENE OF OACD,35661.0,Alabama,Colbert,Not in a City,1033.0
34.782342,-87.62501499999998,168.0,AGRICULTURAL,RURAL,1.2 MI ENE OF OACD,35661.0,Alabama,Colbert,Not in a City,1033.0
34.780120000000004,-87.632515,165.0,AGRICULTURAL,RURAL,0.77 MI ENE OF OACD,35661.0,Alabama,Colbert,Muscle Shoals,1033.0
34.740646000000005,-87.88031199999998,155.0,AGRICULTURAL,RURAL,2.4 MI W OF COLBERT STEAM PLANT,,Alabama,Colbert,Not in a city,1033.0
34.720368,-87.819755,143.0,AGRICULTURAL,RURAL,2.3 MI SE OF COLBERT STEAM PLANT,,Alabama,Colbert,Not in a city,1033.0
34.6604,-87.77696399999998,174.0,AGRICULTURAL,RURAL,0.2 MI WSW OF OACD,35674.0,Alabama,Colbert,Not in a City,1033.0
34.786508000000005,-87.643626,140.0,INDUSTRIAL,RURAL,0.6 MI N OF OACD,35661.0,Alabama,Colbert,Not in a City,1033.0
34.779564,-87.637793,168.0,INDUSTRIAL,RURAL,0.5 MI ENE OF OACD,35661.0,Alabama,Colbert,Not in a City,1033.0
34.761756,-87.639195,155.0,AGRICULTURAL,RURAL,1.1 MI SSE OF OACD,,Alabama,Colbert,Not in a city,1033.0
34.762311,-87.662251,168.0,INDUSTRIAL,RURAL,1.4 MI SW OF OACD,,Alabama,Colbert,Not in a city,1033.0
34.772033,-87.901423,146.0,AGRICULTURAL,RURAL,TVA 3.5 MI WNW OF COLBERT STEAM PLANT,,Alabama,Colbert,Not in a city,1033.0
34.716757,-87.88170099999998,149.0,AGRICULTURAL,RURAL,TVA COLBERT 9    2.6 MI SW COLBERT FOSSI,,Alabama,Colbert,Not in a city,1033.0
34.689813,-87.849756,154.0,AGRICULTURAL,RURAL,3.7 MI S OF COLBERT STEAM PLANT,,Alabama,Colbert,Not in a city,1033.0
34.737342,-87.838077,143.0,COMMERCIAL,RURAL,0.8 MILE S E OF COLBERT STEAM PLANT,35674.0,Alabama,Colbert,Not in a City,1033.0
34.740922999999995,-87.879756,155.0,AGRICULTURAL,RURAL,1.76 MILES W OF COLBERT STEAM PLANT,,Alabama,Colbert,Not in a city,1033.0
34.735368,-87.875312,137.0,AGRICULTURAL,RURAL,"FM PLANT ACCESS RD,GO WEST ON 72, 1.1 MI",,Alabama,Colbert,Not in a city,1033.0
34.7637,-87.652807,158.0,INDUSTRIAL,SUBURBAN,0.98 MI. SSW OF NFDC CHIMNEY,,Alabama,Colbert,Not in a city,1033.0
34.762032999999995,-87.662251,168.0,INDUSTRIAL,SUBURBAN,1.4 MI. SW OF NFDC CHIMNEY,,Alabama,Colbert,Not in a city,1033.0
34.73259,-87.857534,140.0,AGRICULTURAL,RURAL,TVA COLBERT 13   0.9 MI SW COLBERT FP,,Alabama,Colbert,Not in a city,1033.0
34.690647,-87.821422,238.0,AGRICULTURAL,RURAL,TVA COLBERT 14___3.98 MI SE COLBERT FP,,Alabama,Colbert,Not in a City,1033.0
34.737342,-87.838077,14.0,AGRICULTURAL,RURAL,PO BOX 2000 TUSCUMBIA AL 35674,35674.0,Alabama,Colbert,Not in a City,1033.0
34.761676,-87.638685,162.0,INDUSTRIAL,SUBURBAN,WILSON DAM ROAD,35661.0,Alabama,Colbert,Not in a City,1033.0
34.762619,-87.638097,122.0,INDUSTRIAL,SUBURBAN,WILSON DAM RD AND 2ND ST.,35661.0,Alabama,Colbert,Muscle Shoals,1033.0
34.758900000000004,-88.0138,148.0,FOREST,RURAL,Natchez Trace Parkway,35616.0,Alabama,Colbert,Not in a City,1033.0
34.75150900000001,-87.68168399999998,168.0,RESIDENTIAL,SUBURBAN,2. MI WSW OF OACD,35660.0,Alabama,Colbert,Sheffield,1033.0
31.477664,-86.963307,78.0,COMMERCIAL,URBAN AND CENTER CITY,COUNTY HEALTH DEPT,,Alabama,Conecuh,Evergreen,1035.0
31.305727,-86.488569,76.0,RESIDENTIAL,SUBURBAN,300 WEST WATSON ST.,,Alabama,Covington,Andalusia,1039.0
34.180758000000004,-86.84145199999998,244.0,RESIDENTIAL,URBAN AND CENTER CITY,305 N 4TH AVE E,35055.0,Alabama,Cullman,Cullman,1043.0
34.179266,-86.843612,248.0,COMMERCIAL,URBAN AND CENTER CITY,204 2ND AVE NE,,Alabama,Cullman,Cullman,1043.0
34.194821000000005,-86.856391,0.0,COMMERCIAL,URBAN AND CENTER CITY,"CULLMAN FAIRGROUNDS, CULLMAN COUNTY",,Alabama,Cullman,Cullman,1043.0
32.102367,-87.31416,0.0,RESIDENTIAL,SUBURBAN,METHODIST CHILDREN'S HOME,,Alabama,Dallas,Selma,1047.0
32.408193,-87.01776799999998,52.0,COMMERCIAL,URBAN AND CENTER CITY,ALABAMA AVE AT FRANKLIN STREET.,,Alabama,Dallas,Selma,1047.0
34.456508,-85.671628,488.0,AGRICULTURAL,RURAL,29.9 MI S OF WIDOWS CREEK POWER PLANT,35967.0,Alabama,DeKalb,Fort Payne,1049.0
34.419016,-85.714401,460.0,AGRICULTURAL,RURAL,32.17 MI S OF WIDOWS CREEK POWER PLANT,35967.0,Alabama,DeKalb,Fort Payne,1049.0
34.466237,-85.641065,497.0,AGRICULTURAL,RURAL,29.5 MI SSE OF WIDOWS CREEK POWER PLANT,35967.0,Alabama,DeKalb,Fort Payne,1049.0
34.444849,-85.685789,477.0,AGRICULTURAL,RURAL,31.0 MI S OF WIDOWS CREEK POWER PLANT,35967.0,Alabama,DeKalb,Fort Payne,1049.0
34.495115999999996,-85.865264,402.0,AGRICULTURAL,RURAL,27.5 MILES SSW OF WIDOWS CREEK STEAM PPL,35986.0,Alabama,DeKalb,Rainsville,1049.0
34.525372,-85.899937,378.0,AGRICULTURAL,RURAL,25.9 MILES SSW OF WIDOWS CREEK STEAM PPL,35971.0,Alabama,DeKalb,Powell,1049.0
34.495126,-85.865239,402.0,AGRICULTURAL,RURAL,27.5 MI SSW OF WIDOWS CREEK STEAM PLANT,35986.0,Alabama,DeKalb,Rainsville,1049.0
34.525125,-85.899962,378.0,AGRICULTURAL,RURAL,25.9 MI SSW OF WIDOWS CREEK STEAM PLANT,35971.0,Alabama,DeKalb,Powell,1049.0
34.291782999999995,-85.958621,347.0,AGRICULTURAL,RURAL,42.7 MILE S.S W OF WIDOWS CREEK STEAM,35962.0,Alabama,DeKalb,Not in a City,1049.0
34.438067,-85.726677,276.0,COMMERCIAL,URBAN AND CENTER CITY,500 GRAND AVE,35967.0,Alabama,DeKalb,Fort Payne,1049.0
34.456199,-85.707189,274.0,RESIDENTIAL,SUBURBAN,1500 WILLIAMS AVE. N.E.,,Alabama,DeKalb,Fort Payne,1049.0
34.288567,-85.969858,500.0,AGRICULTURAL,RURAL,"13112 HWY.68 , CROSSVILLE AL. 35962",35962.0,Alabama,DeKalb,Crossville,1049.0
34.289001,-85.97006499999998,352.0,AGRICULTURAL,RURAL,"Sand Mountain Alabama Agricultural Experiment Station, Crossville, AL 35962",35962.0,Alabama,DeKalb,Crossville,1049.0
32.498567,-86.13658699999998,53.95,AGRICULTURAL,RURAL,"DEWBERRY TRAIL, ELMORE CO., WETUMPKA,  ALABAMA",36093.0,Alabama,Elmore,Wetumpka,1051.0
32.583465999999994,-85.93245999999998,400.0,RESIDENTIAL,SUBURBAN,"164 MCNEAL ST., TALLASSEE, AL 36078",,Alabama,Elmore,Tallassee,1051.0
32.538364,-86.23234699999998,54.0,COMMERCIAL,URBAN AND CENTER CITY,"206 Queen Ann Road, Wetumpka, Alabama  36092",36092.0,Alabama,Elmore,Wetumpka,1051.0
32.53568,-86.25519299999998,54.0,INDUSTRIAL,URBAN AND CENTER CITY,"3148 Elmore Road, Wetumpka, Alabama 36092",36092.0,Alabama,Elmore,Wetumpka,1051.0
31.108815000000003,-87.07094000000002,37.0,RESIDENTIAL,SUBURBAN,204 SOWELL STREET,36426.0,Alabama,Escambia,Brewton,1053.0
31.106567,-87.07108099999998,50.0,COMMERCIAL,URBAN AND CENTER CITY,BELLVILLE AVE.BREWTON,36426.0,Alabama,Escambia,Brewton,1053.0
31.0921,-87.54350000000002,89.61,AGRICULTURAL,RURAL,Jack Springs Rd,36502.0,Alabama,Escambia,Not in a City,1053.0
33.999818999999995,-86.107475,17.0,RESIDENTIAL,SUBURBAN,ATTALLA COMMUNITY CENTER,,Alabama,Etowah,Attalla,1055.0
34.039066,-85.97140499999998,177.0,RESIDENTIAL,SUBURBAN,FIRE DEPT GOLDENROD AVE,35901.0,Alabama,Etowah,Gadsden,1055.0
34.011208,-86.057473,173.0,INDUSTRIAL,URBAN AND CENTER CITY,WALNUT PARK FIRE STATION,,Alabama,Etowah,Gadsden,1055.0
34.007304999999995,-86.03961,160.0,INDUSTRIAL,URBAN AND CENTER CITY,1800 CHESTNUT STREET,35904.0,Alabama,Etowah,Gadsden,1055.0
33.996487,-86.047195,152.0,RESIDENTIAL,SUBURBAN,SOUTH 11TH ST.AND HALL STREET,,Alabama,Etowah,Gadsden,1055.0
34.015097,-86.012194,0.0,RESIDENTIAL,SUBURBAN,3200 WALNUT ST,,Alabama,Etowah,Gadsden,1055.0
33.991494,-85.99264699999998,50.0,COMMERCIAL,URBAN AND CENTER CITY,"1001 WALLACE DRIVE, GADSDEN, AL 35902",35903.0,Alabama,Etowah,Gadsden,1055.0
33.904039000000004,-86.05386700000003,152.4,AGRICULTURAL,SUBURBAN,"1450 PARKER ANDERSON LANE, SOUTHSIDE, AL 35907",35907.0,Alabama,Etowah,Southside,1055.0
34.015375,-86.012194,172.0,COMMERCIAL,URBAN AND CENTER CITY,109 SOUTH 8TH STREET,,Alabama,Etowah,Gadsden,1055.0
34.511762,-87.718088,234.0,COMMERCIAL,SUBURBAN,NORTH ALABAMA HOSPITAL,,Alabama,Franklin,Russellville,1059.0
31.118821999999998,-86.157749,0.0,AGRICULTURAL,RURAL,"FIRST RT W. OFF COUNTY RD 54, SAMSON, AL",36477.0,Alabama,Geneva,Not in a City,1061.0
31.554308,-85.25370600000002,119.0,COMMERCIAL,RURAL,HENRY CO HOSPITAL US HGWY 431,36310.0,Alabama,Henry,Abbeville,1067.0
31.229088,-85.40411800000003,0.0,,,406 WEST WASHINGTON ST,36303.0,Alabama,Houston,Dothan,1069.0
31.228787,-85.375489,102.0,RESIDENTIAL,SUBURBAN,"EAST HIGHLAND ST., BOARD OF ED. BLDG.",36303.0,Alabama,Houston,Dothan,1069.0
31.224783,-85.390789,264.0,COMMERCIAL,URBAN AND CENTER CITY,126 NORTH ST. ANDREWS STREET (CIVIC CENTER),36303.0,Alabama,Houston,Dothan,1069.0
31.188933,-85.42309399999998,350.0,RESIDENTIAL,SUBURBAN,161 BUFORD LANE,36301.0,Alabama,Houston,Dothan,1069.0
34.948137,-85.714415,207.0,AGRICULTURAL,RURAL,4.8 MI NNE OF WIDOWS CREEK POWER PLANT,,Alabama,Jackson,Bridgeport,1071.0
34.934525,-85.720804,201.0,AGRICULTURAL,RURAL,3.9 MI N OF WCSP- BRG,,Alabama,Jackson,Bridgeport,1071.0
34.828137,-85.682192,421.0,AGRICULTURAL,RURAL,5.6 MI SE OF WIDOWS CREEK POWER PLANT,,Alabama,Jackson,Not in a city,1071.0
34.856747999999996,-85.73525,457.0,AGRICULTURAL,RURAL,2.2 MI SSE OF WIDOWS CREEK POWER PLANT,,Alabama,Jackson,Not in a city,1071.0
34.874248,-85.717749,457.0,AGRICULTURAL,RURAL,2.4 MI ESE OF WIDOWS CREEK POWER PLANT,,Alabama,Jackson,Not in a city,1071.0
34.912302000000004,-85.664136,475.0,AGRICULTURAL,RURAL,5.5 MI ENE OF WIDOWS CREEK POWER PLANT,,Alabama,Jackson,Not in a city,1071.0
34.843451,-85.707734,439.0,AGRICULTURAL,RURAL,3.75 MI SSE OF WIDOWS CREEK POWER PLANT,35966.0,Alabama,Jackson,Not in a City,1071.0
34.842896,-85.716624,433.0,AGRICULTURAL,RURAL,3.48 MI SE OF WIDOWS CREEK POWER PLANT,35966.0,Alabama,Jackson,Not in a City,1071.0
34.840674,-85.755791,460.0,AGRICULTURAL,RURAL,3.05 MI S OF WIDOWS CREEK POWER PLANT,35772.0,Alabama,Jackson,Not in a City,1071.0
34.851507,-85.72967899999998,442.0,AGRICULTURAL,RURAL,2.58 MI SSE OF WIDOWS CREEK POWER PLANT,35966.0,Alabama,Jackson,Not in a City,1071.0
34.825951,-85.736901,469.0,AGRICULTURAL,RURAL,4.11 MI SSE OF WIDOWS CREEK POWER PLANT,35966.0,Alabama,Jackson,Not in a City,1071.0
34.891473999999995,-86.093316,544.0,UNKNOWN,RURAL,HITOP,,Alabama,Jackson,Not in a city,1071.0
34.930116,-85.666899,466.0,AGRICULTURAL,RURAL,5.68 MI NE OF WIDOWS CREEK POWER PLANT,35958.0,Alabama,Jackson,Not in a City,1071.0
34.858729,-85.72245699999998,442.0,AGRICULTURAL,RURAL,2.5 MI SE OF WIDOWS CREEK POWER PLANT,35966.0,Alabama,Jackson,Not in a City,1071.0
34.828174,-85.68217800000002,421.0,AGRICULTURAL,RURAL,5.6 MI SE OF WIDOWS CREEK POWER PLANT,35966.0,Alabama,Jackson,Not in a City,1071.0
34.866229,-85.73440099999998,462.0,AGRICULTURAL,RURAL,1.7 MI SE OF WIDOWS CREEK POWER PLANT,35966.0,Alabama,Jackson,Not in a City,1071.0
34.876506,-85.705789,451.0,AGRICULTURAL,RURAL,2.63 MI ESE OF WIDOWS CREEK POWER PLANT,35966.0,Alabama,Jackson,Not in a City,1071.0
34.866749,-85.783307,198.0,INDUSTRIAL,RURAL,AIRPORT BUILDING (STEVENSON),,Alabama,Jackson,Not in a city,1071.0
34.855637,-85.747473,479.0,AGRICULTURAL,RURAL,2.0 MILES SSE OF WIDOWS CREEK STEAM PLAN,,Alabama,Jackson,Not in a city,1071.0
34.877025,-85.720805,457.0,AGRICULTURAL,RURAL,TVA WIDOWS CRK 11 2.0 MI ESE WIDOWS CRK,,Alabama,Jackson,Not in a city,1071.0
34.867859,-85.721361,457.0,AGRICULTURAL,RURAL,TVA WDCK 9       2.3 MI ESE OF WDCK FP,,Alabama,Jackson,Not in a city,1071.0
34.856747999999996,-85.735528,459.0,AGRICULTURAL,RURAL,2.14 MI. SSE OF WIDOWS CREEK STEAM PLANT,,Alabama,Jackson,Not in a city,1071.0
34.852304,-85.748584,480.0,INDUSTRIAL,RURAL,ROUTE 2 BOX 332A (FLAT ROCK),,Alabama,Jackson,Not in a city,1071.0
34.915637,-85.734972,195.0,AGRICULTURAL,RURAL,2.3 MI NNE OF WIDOWS CREEK STEAM PLANT,,Alabama,Jackson,Not in a city,1071.0
34.874525,-85.74163899999998,192.0,UNKNOWN,RURAL,1 MI SE OF WIDOWS CREEK STEAM PLANT,,Alabama,Jackson,Not in a city,1071.0
34.938969,-85.66108,479.0,AGRICULTURAL,RURAL,TVA WIDOWS CRK_146.6 MI SE WIDOWS CRK FP,,Alabama,Jackson,Not in a city,1071.0
34.959804,-85.77552899999998,463.0,UNKNOWN,RURAL,5.4 MI NNW OF WIDOWS CREEK STEAM PLANT,,Alabama,Jackson,Not in a city,1071.0
34.891473999999995,-86.093316,544.0,UNKNOWN,RURAL,18.9 MI W OF WIDOWS CREEK STEAM PLANT,,Alabama,Jackson,Not in a city,1071.0
34.842582,-85.820531,215.0,AGRICULTURAL,RURAL,4.6 MI SW OF WIDOWS CREEK STEAM PLANT,,Alabama,Jackson,Not in a city,1071.0
34.825359999999996,-85.76775099999998,451.0,AGRICULTURAL,RURAL,4.1 MI S OF WIDOWS CREEK STEAM PLANT,,Alabama,Jackson,Not in a city,1071.0
34.944804,-85.85108699999998,475.0,AGRICULTURAL,RURAL,TVA 6.9 MI NW OF WIDOWS CREEK STEAM PLAN,,Alabama,Jackson,Not in a city,1071.0
34.718694,-85.91581,187.0,AGRICULTURAL,RURAL,.93 MILE N E OF BELLEFONTE NUCLEAR PLANT,,Alabama,Jackson,Not in a city,1071.0
34.859562,-85.723013,445.0,AGRICULTURAL,RURAL,2.4 MILES S E OF WIDOWS CREEK STEAM PLAN,35966.0,Alabama,Jackson,Not in a City,1071.0
34.874284,-85.763014,187.0,INDUSTRIAL,RURAL,0.75 MILE S SW OF WIDOWS CREEK STEAM PLT,35772.0,Alabama,Jackson,Not in a City,1071.0
34.918414,-85.73386099999998,209.0,AGRICULTURAL,RURAL,2.65 MI NNE OF WIDOWS CREEK,,Alabama,Jackson,Not in a city,1071.0
34.872581,-85.74302800000002,195.0,AGRICULTURAL,RURAL,1.01 MI SE OF WIDOWS CREEK,,Alabama,Jackson,Not in a city,1071.0
34.818971000000005,-85.77163999999998,453.0,AGRICULTURAL,RURAL,TVA WIDOWS CRK 25   4.52 MI SSW WDCK,,Alabama,Jackson,Not in a city,1071.0
34.845082,-85.74969499999997,457.0,INDUSTRIAL,RURAL,TVA WIDOWS CRK 270.8 MI NW WID CRK FP,,Alabama,Jackson,Not in a city,1071.0
34.874249,-85.763029,187.0,INDUSTRIAL,RURAL,TVA WIDOWS CRK 26   .83 MI SW WDCK,,Alabama,Jackson,Not in a city,1071.0
34.874284,-85.763014,445.0,AGRICULTURAL,RURAL,STEVENSON AL 35772,35772.0,Alabama,Jackson,Not in a City,1071.0
34.92897,-85.71885999999998,192.0,AGRICULTURAL,RURAL,3.5 MI NNE OF WIDOWS CREEK POWER PLANT,,Alabama,Jackson,Not in a city,1071.0
34.858692,-85.722472,442.0,AGRICULTURAL,RURAL,2.5 MI SE OF WIDOWS CREEK POWER PLANT,,Alabama,Jackson,Not in a city,1071.0
34.668555999999995,-86.034607,203.0,RESIDENTIAL,URBAN AND CENTER CITY,COUNTY HEALTH DEPT 609 S BROAD,35768.0,Alabama,Jackson,Scottsboro,1071.0
34.649125,-85.98598,185.0,RESIDENTIAL,SUBURBAN,CITY WATER WORKS,35769.0,Alabama,Jackson,Scottsboro,1071.0
34.673343,-86.05284499999998,187.0,INDUSTRIAL,SUBURBAN,WCRI US 72 & BREWER ST,35768.0,Alabama,Jackson,Scottsboro,1071.0
34.677028,-86.014146,191.0,COMMERCIAL,RURAL,"DAYS INN, E. WILLOW STREET.",,Alabama,Jackson,Scottsboro,1071.0
33.400665999999994,-86.952771,182.0,COMMERCIAL,URBAN AND CENTER CITY,1800 FIRST AVENUE,,Alabama,Jefferson,Bessemer,1073.0
33.3975,-86.95527799999998,168.0,COMMERCIAL,URBAN AND CENTER CITY,"1500 1ST AVE N., BESSEMER, AL",35020.0,Alabama,Jefferson,Bessemer,1073.0
33.504827,-86.79943399999998,203.0,COMMERCIAL,URBAN AND CENTER CITY,720 SOUTH 20TH STREET,,Alabama,Jefferson,Birmingham,1073.0
0.0,0.0,0.0,UNKNOWN,UNKNOWN,1334 STEINER AVE SW,,Alabama,Jefferson,Birmingham,1073.0
33.54566,-86.549151,183.0,INDUSTRIAL,URBAN AND CENTER CITY,"LEEDS ELEMENTARY SCHOOL, ASHVILLE RD.",,Alabama,Jefferson,Leeds,1073.0
0.0,0.0,0.0,UNKNOWN,UNKNOWN,920 20TH ST N,,Alabama,Jefferson,Birmingham,1073.0
0.0,0.0,0.0,UNKNOWN,UNKNOWN,53RD ST & GEORGIA RD,,Alabama,Jefferson,Birmingham,1073.0
33.539547999999996,-86.53331700000003,204.0,INDUSTRIAL,RURAL,"NEW JER., HAYES INT'L, 1370 BORDEN AVENU",,Alabama,Jefferson,Leeds,1073.0
33.487328000000005,-86.811934,183.0,INDUSTRIAL,URBAN AND CENTER CITY,14TH STREET & 1ST AVENUE NORTH,,Alabama,Jefferson,Birmingham,1073.0
33.537605,-86.759433,195.0,RESIDENTIAL,SUBURBAN,"WOODLAWN, 2ND AVENUE AND 52ND STREET NO.",,Alabama,Jefferson,Birmingham,1073.0
33.490939000000004,-86.853324,174.0,RESIDENTIAL,SUBURBAN,"WEST END, STEINER AVE, 1334 STEINER AVE.",,Alabama,Jefferson,Birmingham,1073.0
33.520661,-86.801934,186.0,COMMERCIAL,URBAN AND CENTER CITY,"DOWNTOWN, POST OFFICE, 415 24TH STREET N",,Alabama,Jefferson,Birmingham,1073.0
33.564314,-86.777767,186.0,RESIDENTIAL,SUBURBAN,INGLENOOK & MAURY,35217.0,Alabama,Jefferson,Birmingham,1073.0
33.54598,-86.76665600000003,185.0,RESIDENTIAL,SUBURBAN,43RD ST & 13TH AVENUE N,35212.0,Alabama,Jefferson,Birmingham,1073.0
33.525148,-86.794434,185.0,COMMERCIAL,URBAN AND CENTER CITY,31ST & 3RD AVENUE N.,35203.0,Alabama,Jefferson,Birmingham,1073.0
33.587646,-86.67943000000002,258.0,RESIDENTIAL,RURAL,05 MI EAST OF HOB HILL ROAD ON HIGHWAY 1,35235.0,Alabama,Jefferson,Birmingham,1073.0
33.533481,-86.794434,178.0,RESIDENTIAL,SUBURBAN,28TH ST & 15TH AVENUE N,35234.0,Alabama,Jefferson,Birmingham,1073.0
33.580703,-86.73332099999998,216.0,RESIDENTIAL,SUBURBAN,8800 12TH AVENUE N ZION CITY,35206.0,Alabama,Jefferson,Birmingham,1073.0
33.529592,-86.849158,183.0,INDUSTRIAL,URBAN AND CENTER CITY,801 FINLEY AVE BY-PASS,35204.0,Alabama,Jefferson,Birmingham,1073.0
33.516815,-86.908604,198.0,INDUSTRIAL,SUBURBAN,2000 PLEASANT HILL ROAD BIRMINGHAM ALA,35224.0,Alabama,Jefferson,Birmingham,1073.0
33.511773,-86.893603,162.0,INDUSTRIAL,SUBURBAN,"ENSLEY, 19TH STREET, 722 19TH ST., ENSLE",,Alabama,Jefferson,Birmingham,1073.0
33.533716,-86.850824,171.0,COMMERCIAL,SUBURBAN,"EAST THOMAS, WERC, 2400 ARKADELPHIA ROAD",,Alabama,Jefferson,Birmingham,1073.0
33.553056,-86.815,177.0,COMMERCIAL,URBAN AND CENTER CITY,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",35207.0,Alabama,Jefferson,Birmingham,1073.0
33.514827000000004,-86.808601,183.0,MOBILE,URBAN AND CENTER CITY,"DOWNTOWN, LOVEMAN'S, 1818 SECOND AVE. NO",,Alabama,Jefferson,Birmingham,1073.0
33.545660999999996,-86.78276799999998,177.0,RESIDENTIAL,SUBURBAN,"EAST B'HAM, INTERSTATE, 1333 CAHABA ST.",,Alabama,Jefferson,Birmingham,1073.0
33.565104,-86.77999,183.0,RESIDENTIAL,SUBURBAN,"INGLENOOK, ELEM. SCH., 3937 44TH AVE. NO",,Alabama,Jefferson,Birmingham,1073.0
33.498439000000005,-86.810546,189.0,RESIDENTIAL,URBAN AND CENTER CITY,"UAB, JORDAN PK., 809 11TH STREET SOUTH",,Alabama,Jefferson,Birmingham,1073.0
