county_name,crime_rate_per_100000,FIPS
"Henderson County, KY",207.13314780000002,21101
"Stearns County, MN",207.1114852,27145
"Morton County, ND",206.96792,38059
"Crowley County, CO",206.68921459999999,8025
"Ada County, ID",206.5004418,16001
"Lewis County, WA",206.4437075,53041
"Oakland County, MI",206.391478,26125
"Marion County, OH",206.357636,39101
"Weber County, UT",206.2728755,49057
"Teller County, CO",206.2298604,8119
"Wabash County, IL",205.74367769999998,17185
"Lenawee County, MI",205.6700407,26091
"Polk County, TX",205.2849967,48373
"Johnson County, AR",205.0607444,5071
"Brule County, SD",204.9944092,46015
"Logan County, CO",204.8997773,8075
"Roberts County, SD",204.85806259999998,46109
"Pushmataha County, OK",204.7538503,40127
"Roane County, WV",204.6943231,54087
"Comanche County, KS",204.6035806,20033
"Murray County, OK",204.2007001,40099
"Schuylkill County, PA",204.192758,42107
"Fayette County, TN",204.1871285,47047
"Brown County, IL",204.08163269999997,17009
"Amelia County, VA",204.00156919999998,51007
"St. Clair County, AL",203.9208416,1115
"Branch County, MI",203.8992875,26023
"Lincoln County, OK",203.7786382,40081
"Kiowa County, OK",203.4043464,40075
"Ellsworth County, KS",203.18849640000002,20053
"Montgomery County, NC",203.1119655,37123
"Humphreys County, TN",202.817519,47085
"Pine County, MN",202.7212754,27115
"Titus County, TX",202.57205119999998,48449
"Harrison County, MS",202.5445293,28047
"Greene County, NY",202.24950990000002,36039
"Clay County, KS",202.2364977,20027
"Coffey County, KS",202.0922492,20031
"Izard County, AR",201.9748654,5065
"Jefferson County, MO",201.9006667,29099
"Bedford city, VA",201.7484869,51515
"Van Buren County, IA",201.72135559999998,19177
"Hays County, TX",201.67475259999998,48209
"Carroll County, OH",201.5915119,39019
"Strafford County, NH",201.4559405,33017
"Ravalli County, MT",200.8671582,30081
"Greene County, PA",200.856282,42059
"Allegan County, MI",200.8335481,26005
"Snohomish County, WA",200.8277105,53061
"Catoosa County, GA",200.57876930000003,13047
"Owyhee County, ID",200.488145,16073
"McCracken County, KY",200.3885396,21145
"Richland County, OH",200.37282480000002,39139
"McDonough County, IL",200.2217841,17109
"Crawford County, MO",199.6495946,29055
"Lunenburg County, VA",199.5689311,51111
"Kenosha County, WI",199.0975041,55059
"Swift County, MN",199.0362455,27151
"Cochran County, TX",198.93899199999998,48079
"Taylor County, KY",198.791026,21217
"White County, AR",198.7691602,5145
"Moore County, NC",198.71815869999998,37125
"Kenton County, KY",198.59634069999998,21117
"Warren County, KY",198.5300329,21227
"Ventura County, CA",198.18489319999998,6111
"Walsh County, ND",198.1268012,38099
"Stoddard County, MO",198.11954330000003,29207
"Miami County, KS",197.9594944,20121
"Wilson County, KS",197.693575,20205
"Beaver County, OK",197.6284585,40007
"Linn County, IA",197.120924,19113
"Archuleta County, CO",196.8181073,8007
"Pinal County, AZ",196.481315,4021
"Mahaska County, IA",196.27960919999998,19123
"Grays Harbor County, WA",195.5598075,53027
"Washington County, PA",195.4794771,42125
"Ness County, KS",195.2489424,20135
"Mineral County, NV",195.0585176,32021
"Bremer County, IA",194.9317739,19017
"Gilchrist County, FL",194.90874730000002,12041
"Tuolumne County, CA",194.89920930000002,6109
"Otsego County, MI",194.78635669999997,26137
"Muskingum County, OH",194.7648156,39119
"Herkimer County, NY",194.76168959999998,36043
"Sussex County, VA",194.7502117,51183
"Logan County, AR",194.7287383,5083
"Cherokee County, NC",194.72407969999998,37039
"Northampton County, PA",194.46881330000002,42095
"Skagit County, WA",194.383904,53057
"Berrien County, GA",194.2461151,13019
"Austin County, TX",194.1276389,48015
"Clark County, KY",193.7440332,21049
"Cherokee County, OK",193.68140449999999,40021
"Guadalupe County, TX",193.4587207,48187
"Cleburne County, AL",193.4106976,1029
"Fannin County, TX",193.11328319999998,48147
"Braxton County, WV",193.076817,54007
"Cumberland County, VA",193.06981000000002,51049
"Edgefield County, SC",192.91874719999998,45037
"Macon County, GA",192.7332429,13193
"Wright County, IA",192.7227875,19197
"Coosa County, AL",192.6959075,1037
"Pickens County, GA",192.6717144,13227
"Cooper County, MO",192.66730890000002,29053
"Ross County, OH",192.5298421,39141
"Juneau County, WI",192.11210309999998,55057
"Queen Anne's County, MD",191.68538859999998,24035
"Dodge County, MN",191.6556096,27039
"Refugio County, TX",191.6495551,48391
"Hamilton County, KS",191.64430819999998,20075
"Roscommon County, MI",191.5549263,26143
"Davidson County, NC",191.5310244,37057
"Dukes County, MA",191.2378303,25007
"Marion County, MS",190.9854851,28091
"Caribou County, ID",190.95182140000003,16029
"Rabun County, GA",190.9454881,13241
"Hillsdale County, MI",190.88523030000002,26059
"Calhoun County, AR",190.8032818,5013
"Redwood County, MN",190.5487805,27127
"Franklin County, VT",190.4998551,50011
"Howard County, MD",190.4261606,24027
"Columbia County, AR",190.3658335,5027
"Pierce County, WI",190.35532990000002,55093
"Cattaraugus County, NY",190.1333469,36009
"Accomack County, VA",190.0567153,51001
"Brown County, SD",189.93853380000002,46013
"Rains County, TX",189.7876186,48379
"Marin County, CA",189.65417140000002,6041
"Winnebago County, WI",189.3347332,55139
"Koochiching County, MN",189.30789040000002,27071
"Butte County, ID",189.2505678,16023
"Floyd County, IN",188.8673207,18043
"Falls County, TX",188.6468873,48145
"Lincoln County, NE",188.62167490000002,31111
"Sampson County, NC",188.6204209,37163
"Crane County, TX",188.5606537,48103
"Dawson County, TX",188.26937,48115
"Warren County, NY",188.2547408,36113
"Hettinger County, ND",187.9699248,38041
"Cass County, MO",187.79622619999998,29037
"Sawyer County, WI",187.73087869999998,55113
"Natrona County, WY",187.7168933,56025
"Okmulgee County, OK",187.6362899,40111
"Franklin County, MO",187.59330559999998,29071
"Wheatland County, MT",187.4414246,30107
"Moody County, SD",187.38288569999997,46101
"Lawrence County, OH",187.3475782,39087
"Haskell County, TX",187.2340426,48207
"Monroe County, IA",187.21917119999998,19135
"White County, GA",187.0705472,13311
"Churchill County, NV",187.00910109999998,32001
"Bonneville County, ID",186.9471804,16019
"Gallatin County, MT",186.8665541,30031
"Campbell County, KY",186.83782480000002,21037
"Marshall County, AL",186.7876741,1095
"Van Zandt County, TX",186.7342467,48467
"Erie County, OH",186.7241742,39043
"Blanco County, TX",186.5149678,48031
"Floyd County, IA",186.4280388,19067
"Coos County, OR",186.2496387,41011
"Menard County, TX",186.21973930000001,48327
"Gooding County, ID",185.67639259999999,16047
"McIntosh County, OK",185.4291709,40091
"Montcalm County, MI",185.40527690000002,26117
"Lafourche Parish, LA",185.2976601,22057
"Carroll County, NH",185.2670583,33003
"Placer County, CA",185.130231,6061
"Norfolk County, MA",185.0823347,25021
"Box Elder County, UT",185.0612277,49003
"Coryell County, TX",185.0587988,48099
"St. Tammany Parish, LA",184.8695803,22103
"Montgomery County, MD",184.719434,24031
"Sandusky County, OH",184.6983261,39143
"Taos County, NM",184.65264109999998,35055
"Mecklenburg County, VA",184.560555,51117
"Valdez-Cordova Census Area, AK",184.36955849999998,2261
"Henry County, GA",184.248418,13151
"Cameron County, PA",184.1997544,42023
"Lee County, NC",184.1834534,37105
"Cherokee County, IA",184.1774801,19035
"Lincoln County, CO",184.16206259999998,8073
"Perquimans County, NC",183.810014,37143
"Stafford County, KS",183.5283322,20185
"Adams County, NE",183.4862385,31001
"Lampasas County, TX",182.9690436,48281
"Bee County, TX",182.93240649999998,48025
"Routt County, CO",182.8775571,8107
"Scott County, AR",182.64840180000002,5127
"Carroll County, MD",182.61679119999997,24013
"Beauregard Parish, LA",182.48679740000003,22011
"Whiteside County, IL",182.4278541,17195
"Ward County, ND",182.3797617,38101
"Sevier County, UT",182.2367159,49041
"Fairbanks North Star Borough, AK",182.20558369999998,2090
"Alpena County, MI",182.18693069999998,26007
"La Plata County, CO",182.04339009999998,8067
"Nassau County, NY",182.0069726,36059
"Union County, IL",181.99397150000001,17181
"Lake County, OH",181.8521951,39085
"Otero County, CO",181.7890178,8089
"Jefferson County, NY",181.58388,36045
"Lycoming County, PA",181.5783613,42081
"Mountrail County, ND",181.31399319999997,38061
"Walworth County, SD",181.02824040000002,46129
"Marshall County, IL",181.0252613,17123
"Mohave County, AZ",180.7614638,4015
"Menominee County, MI",180.74061619999998,26109
"Upson County, GA",180.6820748,13293
"Hamilton County, TX",180.5054152,48193
"Phillips County, KS",180.5054152,20147
"Clay County, TN",180.0874711,47027
"Morgan County, GA",179.96738090000002,13211
"Stanly County, NC",179.7641626,37167
"Rogers County, OK",179.68644719999998,40131
"Teton County, WY",179.62996230000002,56039
"Johnston County, NC",179.2467143,37101
"Burke County, NC",179.2034906,37023
"Macoupin County, IL",179.18088740000002,17117
"Cayuga County, NY",178.66804230000002,36011
"Kimble County, TX",178.5315778,48267
"Sevier County, AR",178.50973169999997,5133
"McIntosh County, GA",178.4821875,13191
"Alamosa County, CO",178.4285978,8003
"Gage County, NE",178.37541159999998,31067
"Webster County, MO",178.2482312,29225
"Douglas County, MO",177.5804661,29067
"Barbour County, AL",177.2787709,1005
"Henrico County, VA",177.0183704,51087
"Unicoi County, TN",176.9715739,47171
"Montrose County, CO",176.8476899,8085
"Shelby County, AL",176.8047801,1117
"Monmouth County, NJ",176.59988059999998,34025
"Staunton city, VA",176.5913758,51790
"Rutland County, VT",176.5035796,50021
"Cass County, IA",176.4965436,19029
"Delaware County, OK",176.42651709999998,40041
"La Salle County, TX",176.41471030000002,48283
"Neshoba County, MS",176.22936930000003,28099
"Henderson County, NC",176.1913456,37089
"Comanche County, TX",176.1726492,48093
"Taliaferro County, GA",176.1597181,13265
"Montgomery County, KY",176.14032509999998,21173
"Fulton County, IL",176.0854014,17057
"Davie County, NC",175.67502530000002,37059
"Fayette County, IA",175.5926251,19065
"Coleman County, TX",175.5823481,48083
"Dallas County, MO",175.38554580000002,29059
"Audrain County, MO",175.3633919,29007
"Washington County, MO",174.7973939,29221
"Noble County, OK",174.7335314,40103
"Grand Traverse County, MI",174.4696456,26055
"Kosciusko County, IN",174.4417224,18085
"Eaton County, MI",174.43792230000003,26045
"Hopkins County, TX",174.3286939,48223
"Palo Alto County, IA",174.1970604,19147
"Guernsey County, OH",174.0841659,39059
"Wheeler County, TX",173.882803,48483
"Millard County, UT",173.748223,49027
"Oneida County, WI",173.7229959,55085
"Columbia County, WA",173.61111110000002,53013
"Christian County, MO",173.05529119999997,29043
"Bulloch County, GA",172.71884740000002,13031
"Iowa County, WI",172.638848,55049
"Towner County, ND",172.63703059999997,38095
"Hall County, GA",172.57450269999998,13139
"Wise County, VA",172.4605189,51195
"Fayette County, IL",172.25747959999998,17051
"Jersey County, IL",172.2538757,17083
"Kandiyohi County, MN",172.1292148,27067
"Deaf Smith County, TX",172.08113889999998,48117
"Montgomery County, PA",171.7185146,42091
"White County, IN",171.66680290000002,18181
"Ottawa County, MI",171.6165324,26139
"Caldwell County, KY",171.56671609999998,21033
"Eagle County, CO",171.5592833,8037
"Washita County, OK",171.2622024,40149
"Burnet County, TX",171.1430071,48053
"Newport County, RI",171.1227351,44005
"Huntingdon County, PA",170.7007485,42061
"Charlotte County, VA",170.6623324,51037
"Harper County, KS",170.6484642,20077
"Monroe County, WV",170.58518130000002,54063
"Costilla County, CO",170.5514497,8023
"La Crosse County, WI",170.5037142,55063
"Montgomery County, TX",170.4942731,48339
"Stutsman County, ND",170.4545455,38093
"Beaver County, UT",170.30500080000002,49001
"Emmet County, IA",170.0680272,19063
"Brown County, KS",170.05101530000002,20013
"Sheboygan County, WI",169.6803049,55117
"Prairie County, MT",169.6352841,30079
"Halifax County, VA",169.4867377,51083
"Martin County, TX",169.4277108,48317
"Carter County, TN",169.1722767,47019
"Perry County, IL",169.05012109999998,17145
"Daviess County, KY",169.01179009999998,21059
"Boulder County, CO",169.0060894,8013
"Lincoln County, MO",168.956554,29113
"Olmsted County, MN",168.8713763,27109
"Columbia County, NY",168.6936684,36021
"Lavaca County, TX",168.5307186,48285
"Washington County, UT",168.47090659999998,49053
"Randolph County, MO",168.40417,29175
"Bartholomew County, IN",168.36920600000002,18005
"Kennebec County, ME",168.3668416,23011
"Kenai Peninsula Borough, AK",167.9878209,2122
"Tazewell County, VA",167.7890393,51185
"Pocahontas County, IA",167.73832819999998,19151
"Stanley County, SD",167.72895,46117
"Will County, IL",167.6847351,17197
"Phillips County, MT",167.5041876,30071
"Virginia Beach city, VA",167.4548864,51810
"Duchesne County, UT",167.4217057,49013
"Forrest County, MS",167.40419680000002,28035
"Grainger County, TN",167.3861334,47057
"Oscoda County, MI",167.08437759999998,26135
"Orange County, IN",166.8942497,18117
"Medina County, TX",166.67018290000001,48325
"Stark County, ND",166.59577480000002,38089
"Middlesex County, NJ",166.36124880000003,34023
"Baylor County, TX",166.0210293,48023
"Lancaster County, PA",165.9743202,42071
"Tuscola County, MI",165.85887250000002,26157
"Karnes County, TX",165.7715006,48255
"Boyd County, KY",165.6916091,21019
"Plaquemines Parish, LA",165.6050955,22075
"Randolph County, NC",165.5245937,37151
"Coweta County, GA",165.1899685,13077
"Atchison County, MO",165.1679207,29005
"Northampton County, VA",164.9484536,51131
"Nottoway County, VA",164.8386483,51135
"Lyon County, MN",164.7898929,27083
"Perry County, PA",164.6108599,42099
"Alexandria city, VA",164.5488005,51510
"LaPorte County, IN",164.44855819999998,18091
"Carroll County, MO",164.34754030000002,29033
"McClain County, OK",164.3340363,40087
"Lake County, CO",164.2485628,8065
"Acadia Parish, LA",163.97659309999997,22001
"Marquette County, MI",163.9586411,26103
"Seneca County, NY",163.8001638,36099
"Madison County, KY",163.57051059999998,21151
"Franklin County, GA",163.5694489,13119
"Langlade County, WI",163.4738186,55067
"Jessamine County, KY",163.4345166,21113
"Fremont County, WY",163.422606,56013
"Miller County, MO",163.39869280000002,29131
"Chattooga County, GA",163.0996897,13055
"Texas County, OK",163.03609440000002,40139
"Kane County, IL",162.89724109999997,17089
"Bryan County, GA",162.8615375,13029
"Appling County, GA",162.68980480000002,13001
"Oswego County, NY",162.5882062,36075
"Montgomery County, IN",162.4014459,18107
"McDowell County, NC",162.3629368,37111
"Chester County, PA",162.32619119999998,42029
"Johnson County, WY",162.26240149999998,56019
"Searcy County, AR",162.03415180000002,5129
"Dubuque County, IA",161.9695497,19061
"Shelby County, MO",161.8908855,29205
"Gem County, ID",161.8122977,16045
"Okfuskee County, OK",161.5900461,40107
"Denton County, TX",161.49857509999998,48121
"Atascosa County, TX",161.3827957,48013
"Outagamie County, WI",161.3573983,55087
"Oktibbeha County, MS",161.0831311,28105
"Buchanan County, VA",161.03742,51027
"Jasper County, IA",161.0218062,19099
"Baraga County, MI",161.0120759,26013
"Beckham County, OK",160.76490249999998,40009
"Daviess County, IN",160.4591601,18027
"Nassau County, FL",159.8203672,12089
"Crow Wing County, MN",159.7899,27035
"Caldwell County, NC",159.7755824,37027
"Eau Claire County, WI",159.7034642,55035
"Delaware County, IA",159.6897456,19055
"Roanoke County, VA",159.3173945,51161
"Fairfield County, OH",159.20250959999998,39045
"Ritchie County, WV",158.8404646,54085
"Summit County, UT",158.49919450000002,49043
"Gloucester County, NJ",158.4758755,34015
"Lapeer County, MI",158.39075,26087
"Dade County, MO",158.3531275,29057
"Jackson County, IA",158.2682391,19097
"Piatt County, IL",158.2182194,17147
"Ontonagon County, MI",158.1777918,26131
"Steuben County, NY",158.13482009999998,36101
"Buckingham County, VA",157.5630252,51029
"Alger County, MI",157.52993069999997,26003
"Valley County, MT",157.2739187,30105
"Washington County, OR",157.11824950000002,41067
"Chippewa County, MN",157.1156868,27023
"Borden County, TX",156.9858713,48033
"Ferry County, WA",156.94480769999998,53019
"Lincoln County, WI",156.88188540000002,55069
"Chelan County, WA",156.826693,53007
"Madison County, GA",156.8236091,13195
"Foard County, TX",156.61707130000002,48155
"Bleckley County, GA",156.60480780000003,13023
"Mifflin County, PA",156.5985928,42087
"Long County, GA",156.400385,13183
"Iron County, MI",156.30427230000004,26071
"Fayette County, OH",156.25,39047
"Trinity County, CA",156.1570494,6105
"Liberty County, FL",155.70727030000003,12077
"Barry County, MI",155.6762611,26015
"Greenwood County, KS",155.66625159999998,20073
"Bolivar County, MS",155.65802230000003,28011
"Chatham County, NC",155.6490115,37037
"Westmoreland County, PA",155.6132514,42129
"Fisher County, TX",155.60165980000002,48151
"Bennington County, VT",155.4870564,50003
"West Feliciana Parish, LA",155.4001554,22125
"Pitkin County, CO",155.3599171,8097
"Nez Perce County, ID",155.3300764,16069
"Rutherford County, NC",155.3258857,37161
"Rockland County, NY",155.1870815,36087
"Arenac County, MI",154.9686834,26011
"Talbot County, GA",154.8946716,13263
"Meagher County, MT",154.8786784,30059
"Summers County, WV",154.8330015,54089
"Genesee County, NY",154.74148080000003,36037
"Ulster County, NY",154.69784199999998,36111
"Johnston County, OK",154.6860783,40069
"Prowers County, CO",154.5846554,8099
"Rawlins County, KS",154.4998069,20153
"Hall County, TX",154.3686323,48191
"Haines Borough, AK",154.3209877,2100
"Grady County, GA",154.2843579,13131
"Antrim County, MI",154.04364569999998,26009
"Dixon County, NE",153.8198599,31051
"Monona County, IA",153.49194169999998,19133
"Hardin County, TX",153.38253600000002,48199
"Twiggs County, GA",153.28381090000002,13289
"Clarion County, PA",153.2371345,42031
"Houston County, TX",152.76504740000001,48225
"Delta County, TX",152.7300496,48119
"Rio Grande County, CO",152.50360080000002,8105
"Oceana County, MI",152.40998290000002,26127
"Moniteau County, MO",152.40030480000001,29135
"Bertie County, NC",152.37907980000003,37015
"Santa Rosa County, FL",152.08322990000002,12113
"Limestone County, AL",151.9500253,1083
"Orange County, NC",151.76128590000002,37135
"Currituck County, NC",151.6642072,37053
"Spink County, SD",151.2859304,46115
"Sullivan County, NH",151.2190583,33019
"Lake County, IL",151.0627736,17097
"Union County, IA",150.9973774,19175
"DeSoto County, MS",150.9747979,28033
"Burlington County, NJ",150.83023169999998,34005
"Lincoln County, ID",150.5174036,16063
"Montgomery County, MO",150.43877980000002,29139
"Paulding County, GA",150.3912896,13223
"McLeod County, MN",150.34244669999998,27085
"Kerr County, TX",150.14113269999999,48265
"Jay County, IN",150.02344119999998,18075
"Marshall County, KS",149.970006,20117
"Latah County, ID",149.692736,16057
"Jackson County, KS",149.6333982,20085
"Johnson County, KS",149.2239824,20091
"Orleans County, NY",149.1653842,36073
"Simpson County, MS",149.0909091,28127
"Jackson County, GA",149.0727999,13157
"Grant County, IN",149.00326940000002,18053
"Southampton County, VA",148.940865,51175
"Judith Basin County, MT",148.80952380000002,30045
"McPherson County, KS",148.80449119999997,20113
"Pennington County, MN",148.74628130000002,27113
"Culpeper County, VA",148.43524509999997,51047
"Concho County, TX",148.40465,48095
"Shelby County, OH",148.3981135,39149
"Union County, OR",148.13659750000002,41061
"Bingham County, ID",147.93552659999997,16011
"Dickinson County, KS",147.8912744,20041
"Brazoria County, TX",147.7704229,48039
"Todd County, MN",147.64990569999998,27153
"Gasconade County, MO",147.6410979,29073
"Collin County, TX",147.640674,48085
"Marion County, IA",147.3595573,19125
"Pend Oreille County, WA",147.33250619999998,53051
"Young County, TX",147.21116619999998,48503
"Iowa County, IA",146.96876909999997,19095
"Grant County, WI",146.8601304,55043
"Prince William County, VA",146.8375211,51153
"Perry County, MO",146.8120805,29157
"Jefferson County, PA",146.77756530000002,42065
"Chittenden County, VT",146.69466819999997,50007
"Washburn County, WI",146.627566,55129
"Brunswick County, NC",146.5728831,37019
"Jackson County, CO",146.5201465,8057
"Columbia County, WI",146.505922,55021
"Fulton County, AR",146.2938882,5049
"Wise County, TX",146.04768700000002,48497
"Bradford County, PA",146.02991210000002,42015
"Columbia County, OR",145.9143969,41009
"Transylvania County, NC",145.8833541,37175
"Greer County, OK",145.8434614,40055
"Gibson County, IN",145.7812686,18051
"Cassia County, ID",145.7288586,16031
"Charlevoix County, MI",145.4322783,26029
"Smyth County, VA",145.3304688,51173
"Madison County, TX",145.1273492,48313
"Logan County, KY",145.11087959999998,21141
"Colfax County, NM",145.10462809999999,35007
"Grundy County, MO",144.85755669999998,29079
"Sabine County, TX",144.7736705,48403
"Mason County, KY",144.69267280000003,21161
"Dallas County, IA",144.69259519999997,19049
"Monroe County, GA",144.5300919,13207
"San Juan County, CO",144.5086705,8111
"Caledonia County, VT",144.4298232,50005
"Hot Springs County, WY",144.4192284,56017
"Jefferson Davis Parish, LA",143.7653749,22053
"Erath County, TX",143.7288819,48143
"York County, ME",143.4079957,23031
"Umatilla County, OR",143.37851930000002,41059
"Choctaw County, MS",143.35204869999998,28019
"Williamson County, TX",143.0955343,48491
"Greensville County, VA",143.025408,51081
"Ellis County, TX",142.9707134,48139
"Potter County, PA",142.8816369,42105
"Morgan County, WV",142.87347130000003,54065
"Story County, IA",142.84786699999998,19169
"Jo Daviess County, IL",142.8125139,17085
"Benton County, MN",142.8061407,27009
"Lemhi County, ID",142.63485480000003,16059
"Stafford County, VA",142.5563646,51179
"Power County, ID",142.5055059,16077
"Pontotoc County, MS",142.4086481,28115
"Island County, WA",142.130176,53029
"Goodhue County, MN",142.0454545,27049
"Sumter County, FL",141.9817666,12119
"Saline County, MO",141.9232754,29195
"Wabaunsee County, KS",141.82385480000002,20197
"Louisa County, IA",141.8188264,19115
"Rock County, NE",141.74344440000002,31149
"Hopkins County, KY",141.5276408,21107
"Wasco County, OR",141.3039212,41065
"Androscoggin County, ME",141.25868930000001,23001
"Morrow County, OR",141.1432604,41049
"Johnson County, MO",141.097999,29101
"Suffolk County, NY",141.09131059999999,36103
"Fulton County, KY",140.9553641,21075
"Habersham County, GA",140.8775982,13137
"Chautauqua County, KS",140.7657658,20019
"Charles Mix County, SD",140.6774159,46023
"Stephens County, TX",140.586136,48429
"Gratiot County, MI",140.58330159999997,26057
"Bailey County, TX",140.56789430000003,48017
"Kiowa County, CO",140.54813769999998,8061
"Harrison County, KY",140.4039313,21097
"Franklin County, PA",140.05325969999998,42055
"Clearwater County, ID",139.9090591,16035
"Orleans County, VT",139.8652876,50019
"Bell County, KY",139.8601399,21013
"Boone County, KY",139.8241751,21015
"Burleson County, TX",139.7868251,48051
"Aitkin County, MN",139.75352560000002,27001
"Scioto County, OH",139.4700139,39145
"St. John the Baptist Parish, LA",139.39352390000002,22095
"Sauk County, WI",139.3242773,55111
"Towns County, GA",139.2628354,13281
"Latimer County, OK",139.21113689999999,40077
"Lee County, VA",138.9716101,51105
"Graves County, KY",138.8480948,21083
"Woodford County, KY",138.47675569999998,21239
"Wayne County, NY",138.41878169999998,36117
"Archer County, TX",138.2329225,48009
"St. Charles County, MO",138.1544599,29183
"Bureau County, IL",138.0079868,17011
"Anoka County, MN",137.83597519999998,27003
"Val Verde County, TX",137.7948707,48465
"Hardin County, IA",137.6067886,19083
"Ontario County, NY",137.4847621,36069
"Isle of Wight County, VA",137.4242764,51093
"Allegany County, NY",137.1884679,36003
"Cheshire County, NH",137.0578253,33005
"Lorain County, OH",137.0419414,39093
"Delaware County, NY",136.9804375,36025
"Benton County, IN",136.8769248,18007
"Clark County, KS",136.79890559999998,20025
"Cass County, MI",136.7751878,26027
"Greene County, NC",136.5862849,37079
"Idaho County, ID",136.5103003,16049
"Manitowoc County, WI",136.3850522,55071
"Coal County, OK",136.3558889,40029
"Red River County, TX",136.3271852,48387
"Hale County, AL",136.3105284,1065
"Calhoun County, FL",136.2212233,12013
"Bollinger County, MO",136.1088871,29017
"Reeves County, TX",136.0544218,48389
"Charlton County, GA",135.79781210000002,13049
"Baca County, CO",135.7957632,8009
"Arlington County, VA",135.6122113,51013
"Darke County, OH",135.558271,39037
"Avery County, NC",135.4937052,37011
"Rice County, MN",135.2826331,27131
"Clay County, MN",135.1774616,27027
"Douglas County, OR",134.65494669999998,41019
"Pike County, IN",134.0376882,18125
"Goliad County, TX",133.9584729,48175
"Walthall County, MS",133.949501,28147
"Dunn County, WI",133.72013959999998,55033
"Roger Mills County, OK",133.5826877,40129
"Washington County, ME",133.5818577,23029
"Lamar County, AL",133.4644563,1075
"Love County, OK",133.4428249,40085
"Ohio County, KY",133.4000334,21183
"Montague County, TX",133.3128237,48337
"Sitka City and Borough, AK",133.037694,2220
"Otsego County, NY",132.9377624,36077
"Trigg County, KY",132.93220459999998,21221
"Cumberland County, ME",132.7700241,23005
"Knox County, TX",132.73161670000002,48275
"Ionia County, MI",132.66118329999998,26067
"Carlton County, MN",132.5437112,27017
"Lawrence County, SD",132.4769169,46081
"Alcona County, MI",132.3501607,26001
"Itawamba County, MS",132.28642140000002,28057
"Vermillion County, IN",132.2584708,18165
"Rio Blanco County, CO",132.2168356,8103
"McCulloch County, TX",132.0528211,48307
"Trinity County, TX",132.0086153,48455
"Sanders County, MT",132.00739240000001,30089
"Somerset County, PA",131.9916362,42111
"Rusk County, WI",131.9902744,55107
"Lincoln County, NC",131.6779533,37109
"Williamsburg city, VA",131.52702879999998,51830
"Chippewa County, WI",131.4705696,55017
"Holt County, MO",131.3485114,29087
"Osborne County, KS",130.9586171,20141
"Cortland County, NY",130.6762496,36023
"Griggs County, ND",130.66202090000002,38039
"Clinton County, MI",130.3118362,26037
"Clark County, MO",130.2460203,29045
"Manassas Park city, VA",130.0390117,51685
"Watauga County, NC",129.8403727,37189
"Ramsey County, ND",129.8251688,38071
"Washington County, VT",129.8066387,50023
"Lee County, AR",129.80529209999997,5077
"Moffat County, CO",129.74128059999998,8081
"Williamson County, TN",129.7127717,47187
"Merrimack County, NH",129.38460600000002,33013
"Highland County, OH",129.333241,39071
"Lawrence County, AR",129.3280818,5075
"Nelson County, ND",129.2407108,38063
"Tucker County, WV",129.16188290000002,54093
"Summit County, CO",129.1493595,8117
"Calumet County, WI",128.98804850000002,55015
"Shelby County, KY",128.9126108,21211
"Pondera County, MT",128.8037353,30073
"Campbell County, WY",128.6947858,56005
"Hood County, TX",128.53227479999998,48221
"Dawson County, NE",128.0621308,31047
"Venango County, PA",127.99821920000001,42121
"Nemaha County, KS",127.9401634,20131
"Franklin County, ME",127.88981799999999,23007
"Huntington County, IN",127.7486342,18069
"Susquehanna County, PA",127.7018399,42115
"Lewis County, WV",127.6440554,54041
"Wallace County, KS",127.46972590000001,20199
"Calloway County, KY",127.46634089999999,21035
"Frio County, TX",127.31801829999999,48163
"Columbia County, PA",127.2512239,42037
"Prince Edward County, VA",127.18182620000002,51147
"Calvert County, MD",127.0942929,24009
"San Juan County, UT",126.8950778,49037
"Howard County, MO",126.7427123,29089
"Emmet County, MI",126.7350634,26047
"Clinton County, IL",126.6256892,17027
"Wheeler County, GA",126.43823490000001,13309
"Yamhill County, OR",126.0858774,41071
"Ida County, IA",126.0327685,19093
"Chesterfield County, VA",126.0126013,51041
"Page County, VA",125.9392973,51139
"Somerset County, ME",125.71074920000001,23025
"Decatur County, IN",125.5851125,18031
"Bayfield County, WI",125.3628926,55007
"Big Horn County, WY",125.0625313,56003
"Randolph County, GA",125.05210500000001,13243
"Las Animas County, CO",124.6019659,8071
"Iberia Parish, LA",124.52962990000002,22045
"Huron County, MI",124.1310824,26063
"Irion County, TX",124.06947890000001,48235
"Sullivan County, MO",124.06947890000001,29211
"Park County, CO",124.0617828,8093
"Dewey County, OK",123.86457469999999,40043
"York County, VA",123.73809779999999,51199
"Pike County, PA",123.6945804,42103
"Kent County, RI",123.61014329999999,44003
"Jackson County, TX",123.36371740000001,48239
"Kendall County, IL",123.16921940000002,17093
"Wood County, TX",122.9140075,48499
"Caroline County, VA",122.8752816,51033
"Fulton County, PA",122.6993865,42057
"Clinton County, PA",122.6410372,42035
"Christian County, IL",122.4561199,17021
"Henry County, IL",122.3425592,17073
"Yoakum County, TX",122.18963829999998,48501
"Garfield County, CO",122.15978500000001,8045
"Marshall County, KY",122.1589996,21157
"Washington County, NY",122.0420649,36115
"Wilkin County, MN",122.00701540000001,27167
"Morris County, KS",121.9299774,20127
"Jefferson County, WI",121.8805098,55055
"Marathon County, WI",121.84675370000001,55073
